id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
7980,CCL19-0001209,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,1/9/20,1/9/22,1/8/21 0:00,"RST Direct, LLC",Data Not Available,Renae Wells,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 489-0150,032-400-5600,,
7981,CCL19-0001212,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,7/18/19,7/18/22,7/12/21 0:00,Green Leaf Organics LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Data Not Available,(530) 955-1057,061-140-033,,
7982,CCL19-0001217,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,3/4/20,3/4/22,3/3/21 0:00,JET QNA LLC,Data Not Available,Emmanuel Quiambao,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(909) 277-0857,7119-020-028,,
7983,CCL19-0001226,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,11/27/19,11/27/21,9/28/21 0:00,Humboldt.farm,Data Not Available,"john fleming, Shenell Kres",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 601-4046,210022030,,
7984,CCL19-0001230,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,7/11/19,7/11/22,6/21/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
7985,CCL19-0001233,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
7986,CCL19-0001234,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,7/12/19,7/12/22,7/7/21 0:00,Sunnabis: Humboldt's Full Sun Farms,Data Not Available,"Douglas Cook, Nancy Hagemeier, Wendy Kornberg",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 292-8463,223-075-012,,
7987,CCL19-0001235,Active,Provisional,Cultivation -  Nursery,Adult-Use,7/31/19,7/31/22,7/30/21 0:00,"Forks Ranch Farms, LLC",Data Not Available,"Andrew Nicoll, Drew Nicoll",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 489-5743,169-130-76,,
7988,CCL19-0001236,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,7/18/19,7/18/22,7/15/21 0:00,"101 Ranch, LLC",Data Not Available,"Amy Rouse, Joshua Keats, Michael Clifton, Michael Warm, Mina Mishrikey",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 841-6023,014-260-58,,
7989,CCL19-0001237,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,1/17/20,1/17/22,1/7/21 0:00,D&R Enterprises LLC,Data Not Available,Radina Lukova,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(530) 739-2190,015-420-33-00,,
8109,CCL19-0001239,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,8/2/19,8/2/22,8/2/21 0:00,Mee Vang,Data Not Available,Mee Vang,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(530) 338-5048,015-270-31,,
8110,CCL19-0001240,Active,Annual,Cultivation -  Specialty Indoor,Adult-Use,9/24/19,9/24/22,9/15/21 0:00,TTF Inc,Data Not Available,Craig Nejedly,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 839-4399,510211055,,
8111,CCL19-0001241,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,8/12/19,8/12/22,8/9/21 0:00,Sundialed Pines LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(213) 500-5707,017-440-32-00,,
8112,CCL19-0001243,Active,Annual,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,7/12/19,7/12/22,7/7/21 0:00,Sunnabis: Humboldt's Full Sun Farms,Data Not Available,"Douglas Cook, Nancy Hagemeier, Wendy Kornberg",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 292-8463,223-075-012,,
8114,CCL19-0001250,Active,Annual,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,7/12/19,7/12/22,7/7/21 0:00,Sunnabis: Humboldt's Full Sun Farms,Data Not Available,"Douglas Cook, Nancy Hagemeier, Wendy Kornberg",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 292-8463,223-075-012,,
8115,CCL19-0001251,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8116,CCL19-0001252,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8117,CCL19-0001253,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,10/2/19,10/2/22,10/4/21 0:00,"Coyote Ridge Reserve, Inc.",Data Not Available,Data Not Available,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(513) 378-8956,210-250-010-000,,
8118,CCL19-0001255,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8119,CCL19-0001257,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8121,CCL19-0001260,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8122,CCL19-0001261,Active,Provisional,Cultivation -  Medium Outdoor,Adult-Use,6/19/19,6/19/22,6/16/21 0:00,Apex Agriculture LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Yolo,Data Not Available,Data Not Available,(916) 612-8884,042-030-006-000,,
8123,CCL19-0001263,Active,Annual,Cultivation -  Nursery,Adult-Use,8/16/19,8/16/22,7/27/21 0:00,Zenleaf LLC,Data Not Available,"Craig Dickhout, Karl Metz, Kelly Stopher, Michael Boshart",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Data Not Available,(619) 208-5733,341-380-25-00,,
8124,CCL19-0001266,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8125,CCL19-0001267,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,1/3/20,1/3/22,11/4/21 0:00,Loree Ann Tackmier,Data Not Available,"Loree Tackmier, Stuart Axelrod",Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(843) 446-4357,017-120-011,,
8126,CCL19-0001268,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,9/4/19,9/4/22,8/31/21 0:00,Jade Coast Organic Farms,Data Not Available,"Christopher Greaves, Evan Marshall, Jonathan Kolodinski",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,1511130,,
8128,CCL19-0001270,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,2/14/20,2/14/22,3/4/21 0:00,Efficacious Aromatics,Data Not Available,Matthew Dodson,Corporation,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(415) 876-8462,174402600,,
8129,CCL19-0001271,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,1/31/20,1/31/22,1/25/21 0:00,Carla Ericson,Data Not Available,"Carla Ericson, Stuart Axelrod",Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(843) 446-4357,017-120-011,,
8131,CCL19-0001273,Active,Provisional,Cultivation -  Medium Outdoor,Medicinal,4/26/19,4/26/22,3/14/21 0:00,"SoNoCoCann, Inc.",Data Not Available,"Adelayne Rosales, Dorian Schraner, Evan Tenenbaum, Hannah Rosales, Jiordi Rosales",Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(650) 400-8071,123-130-005-000,,
8132,CCL19-0001274,Active,Provisional,Cultivation -  Medium Indoor,Adult-Use,6/3/19,6/3/22,6/2/21 0:00,Marpe Cultivation LLC,Data Not Available,"Ben Atkins, Daniel Straus",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Data Not Available,(727) 224-9874,061-0163-016,,
8133,CCL19-0001275,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/24/19,5/24/22,4/22/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8134,CCL19-0001276,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Medicinal,8/12/19,8/12/22,8/10/21 0:00,CLB INDUSTRIES LLC,Data Not Available,Corey Bailey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Data Not Available,(530) 513-2495,001-311-007,,
8135,CCL19-0001277,Active,Annual,Cultivation -  Specialty Outdoor,Adult-Use,8/14/19,8/14/22,7/30/21 0:00,"White Farms, LLC.",Data Not Available,James White,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 496-3724,209-291-021-000,,
8136,CCL19-0001278,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,9/16/19,9/16/22,8/20/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8137,CCL19-0001279,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,9/13/19,9/13/22,7/30/21 0:00,"White Farms, LLC.",Data Not Available,James White,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 496-3724,209-291-002-000,,
8138,CCL19-0001280,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8139,CCL19-0001281,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8140,CCL19-0001283,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8141,CCL19-0001284,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8142,CCL19-0001286,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/24/19,5/24/22,5/4/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8146,CCL19-0001287,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8273,CCL19-0001288,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8274,CCL19-0001289,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8275,CCL19-0001290,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,5/28/19,5/28/22,5/18/21 0:00,"Lily's Green Garden, Inc.",Data Not Available,Gerald Goldberg,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 310-6036,117-020-074,,
8276,CCL19-0001292,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,11/21/19,11/21/21,9/22/21 0:00,Salman Properties LLC,Data Not Available,"Michael Feldman, Michael Salbego",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(914) 325-4374,105-121-006,,
8277,CCL19-0001293,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,6/4/19,6/4/22,6/4/21 0:00,FOMO FARMS,Data Not Available,"jessica sloan, Michael Fenton, Nicole Bartell",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 367-3932,047-050-19-01,,
8278,CCL19-0001297,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,1/6/20,1/6/22,3/22/21 0:00,Finley Family Farms LLC,Data Not Available,Milissa Finley,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(707) 298-8905,008-620-04-00,,
8279,CCL19-0001298,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Medicinal,8/12/19,8/12/22,8/10/21 0:00,Juan Gonzalez,Data Not Available,Juan Gonzalez,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(530) 784-3734,017-440-14,,
8945,CCL19-0001301,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,2/17/20,2/17/22,2/15/21 0:00,Michael Russotti,Data Not Available,Michael Russotti,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(916) 591-6317,019-350-26,,
8946,CCL19-0001302,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,12/20/19,12/20/21,10/21/21 0:00,"Coyote Ridge Reserve, Inc.",Data Not Available,"Jim Johnson, Meghan Johnson",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(513) 378-8956,210-250-010-000,,
8947,CCL19-0001310,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,4/28/20,4/28/22,4/14/21 0:00,"Silk Ranch, Inc",Data Not Available,Aida Gray,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(408) 306-0640,223-111-006-000,,
8948,CCL19-0001313,Active,Provisional,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Medicinal,7/1/19,7/1/22,6/29/21 0:00,"Mandolin Gardens, LLC",Data Not Available,"Felicia Sobonya, gary sobonya",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Data Not Available,(530) 575-0041,034-280-003-000,,
8949,CCL19-0001314,Active,Provisional,Cultivation -  Nursery,Adult-Use,12/30/19,12/30/21,10/31/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
8950,CCL19-0001315,Active,Provisional,Cultivation -  Processor,Adult-Use,12/30/19,12/30/21,10/31/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
8951,CCL19-0001316,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 2,Adult-Use,1/3/20,1/3/22,11/4/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
8952,CCL19-0001317,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 2,Adult-Use,1/3/20,1/3/22,11/4/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
8953,CCL19-0001318,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,1/3/20,1/3/22,11/4/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
8954,CCL19-0001319,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,1/3/20,1/3/22,11/4/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,312926160,,
8955,CCL19-0001320,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,1/3/20,1/3/22,11/4/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
9024,CCL19-0001321,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,12/12/19,12/12/21,10/13/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
9025,CCL19-0001322,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,11/5/19,11/5/22,11/2/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
9026,CCL19-0001323,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,12/10/19,12/10/21,10/11/21 0:00,"Tikun Olam Adelanto, LLC.",Data Not Available,"Berel Farkas, Bernard Sucher, DAVID LIBRUSH, Edan Menachemov",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(213) 605-3151,3129-261-60,,
9027,CCL19-0001324,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,3/11/20,3/11/22,3/29/21 0:00,Summer Breeze Farms,Data Not Available,gil cox,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 367-5302,108-050-07-00,,
9028,CCL19-0001325,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,6/18/19,6/18/22,6/18/21 0:00,"18401 Enterprises, Inc.",Data Not Available,Data Not Available,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(619) 573-3824,2786-002-035,,
9029,CCL19-0001327,Active,Annual,Cultivation -  Medium Outdoor,Adult-Use,12/13/19,12/13/21,10/14/21 0:00,lolakentfarms llc,Data Not Available,kevin vu,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(408) 687-3615,107-181-09,,
9030,CCL19-0001328,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,4/1/20,4/1/22,3/26/21 0:00,Aaron Anderson,Data Not Available,Data Not Available,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(714) 709-3047,013-810-0600,,
9031,CCL19-0001329,Active,Annual,Cultivation -  Specialty Cottage Mixed-Light Tier 2,Adult-Use,8/13/19,8/13/22,8/2/21 0:00,"RBC Holdings, LLC",Data Not Available,Bryan Sayre,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 601-1848,522-044-047,,
9032,CCL19-0001331,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,8/13/19,8/13/22,8/2/21 0:00,"RBC Holdings, LLC",Data Not Available,Bryan Sayre,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 601-1848,522-044-047,,
9033,CCL19-0001332,Active,Annual,Cultivation -  Small Indoor,Medicinal,10/22/19,10/22/22,9/9/21 0:00,Koala Green Development,Data Not Available,"Faheed Sayegh, Hani Sayegh, Samir Sayegh",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(310) 895-4838,3129-261-71-0-000,,
9035,CCL19-0001334,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,8/13/19,8/13/22,8/11/21 0:00,"Operation C, LLC",Data Not Available,KIRYL MIKHALKEVICH,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(410) 603-5088,019-200-10,,
9038,CCL19-0001338,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,12/18/19,12/18/21,10/19/21 0:00,MARY COLLINS,Data Not Available,MARY COLLINS,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(949) 975-9938,019-200-36,,
9039,CCL19-0001339,Active,Annual,Cultivation -  Nursery,Adult-Use,12/16/19,12/16/21,10/17/21 0:00,Sierra Botanicals LLC,Data Not Available,Justin El-DIwany,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(402) 228-2490,083-430-015,,
9040,CCL19-0001340,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,10/24/19,10/24/22,10/22/21 0:00,"MARY CAMACHO, LLC",Data Not Available,MARY CAMACHO,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(858) 261-4277,019-200-35,,
9041,CCL19-0001341,Active,Annual,Cultivation -  Processor,Adult-Use,2/9/20,2/9/22,12/15/20 0:00,Sierra Botanicals LLC,Data Not Available,Justin El-DIwany,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(402) 228-2490,083-430-015,,
9042,CCL19-0001343,Active,Provisional,Cultivation -  Medium Outdoor,Medicinal,9/17/19,9/17/22,9/16/21 0:00,HIM Management Group,Data Not Available,"Eric Iveson, Joshua Marion",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(856) 285-8415,208-281-026,,
9043,CCL19-0001344,Active,Provisional,Cultivation -  Specialty Cottage Outdoor,Adult-Use,11/21/19,11/21/21,9/22/21 0:00,"Running Springs Farm, Inc.",Data Not Available,"Josh Leavy, Russell Schauer",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(951) 306-5435,150-270-10-00,,
9044,CCL19-0001346,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,11/19/19,11/19/21,9/20/21 0:00,"Running Springs Farm, Inc.",Data Not Available,"Josh Leavy, Russell Schauer",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(951) 306-5435,150-270-10-00,,
9045,CCL19-0001347,Active,Provisional,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Adult-Use,1/7/20,1/7/22,1/4/21 0:00,"Running Springs Farm, Inc",Data Not Available,"Josh Leavy, Russell Shauer",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(951) 306-5435,150-270-10,,
9047,CCL19-0001356,Active,Provisional,Cultivation -  Nursery,Adult-Use,12/11/19,12/11/21,10/12/21 0:00,"Running Springs Farm, Inc.",Data Not Available,"Josh Leavy, Russell Shauer",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(951) 306-5435,150-270-10,,
9048,CCL19-0001358,Active,Provisional,Cultivation -  Small Indoor,Adult-Use,12/16/19,12/16/21,10/17/21 0:00,"LUVO, Inc.",Data Not Available,Data Not Available,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(818) 850-1552,221-002-3003,,
